NO.;ID-Parque;Circunscripcion;Zona /Lote ;Nombre del Parque;Dirección;Enlace GoogleMap;Latitud;Longitud;Localidad o barrio;M2;Contenes;Aceras M2;Poblacion masculino;Poblacion Femenino;Poblacion Total;TIPO;Letrero-Principal;NORMAS GENERALES;RAMPA ACCESIBILIDAD;GAZEBO;CAPILLA;LUMINARIAS;BANCOS;MESA PICNIC;PAPELERAS;JUEGOS NIÑOS;MAQUINAS EJERCICIOS;LLAVE DE AGUA;TOMACORRIENTE;ARBOLADO EXISTENTE;NUEVAS ESPECIES ARBOLADO SEMBRADAS;SUPERFICIE AJARDINADA PERMEABLE;BANDERAS;REFLECTORES;Señalecticas;ESTATUAS;JARDINERAS;CANCHAS DEPORTIVAS;"CANCHAS
DEPORTIVAS SOCCER";TINACO;PARQUE CANINO;BAÑOS;PISTA DE BICICLETA;OFICINA;CONTENEDORES;CISTERNA;ALMACEN;MURALES;KARTING;MALLAS PERIMETRALES;BUHONEROS;NEGOCIOS;Fecha Inauguracion;DIA;MES;AÑO;ETAPAS;Circ.;Dif.;TIPO/ REMO;Condicion Actual;Fecha Ultimo Mantenimiento;Fecha Proximo Mantenimiento
52;ADN-P-52;C1;ZONA 05;PARQUE CANINO (MIRADOR SUR );MIRADOR SUR;https://goo.gl/maps/PXDQDq8jREv1Ht8H9;18.4440942;-69.954346;MIRADOR SUR;300;0;0;2335;2687;5022;Parque;1;1;0;0;0;4;0;0;3;0;0;0;0;0;0;0;0;0;4;1;6;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;18/11/21;18;NOVIEMBRE;2021;;1;1;Nuevo;Optima condiciones;;
53;ADN-P-53;C1;ZONA 05;PARQUE MIRADOR  SUR;AV ANACAONA;https://goo.gl/maps/hWYBxMT4uFtZAyHK6;18.4469562;-69.9482099;MIRADOR SUR;1328228.37;23540;47080;2335;2687;5022;Parque;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7/12/21;7;DICIEMBRE;2021;PRIMERA ETAPA;1;1;Remozado;Optima condiciones;;
54;ADN-P-54;C1;ZONA 05;PARQUE MIGUEL ANGEL MONCLUS;CALLE MIGUEL ANGEL MONCLUS;https://goo.gl/maps/3xsnLGmqiW7haqJAA;18.4511492;-69.9580702;LOS MAESTROS;502;37.11;74.22;3488;4531;8019;Parque;0;0;0;0;0;0;0;0;0;0;0;0;0;30;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27/12/21;27;DICIEMBRE;2021;;1;1;Remozado;Optima condiciones;;
55;ADN-P-55;C3;ZONA 19;PARQUE MIRADOR DE GUACHUPITA;AVE FRANCISCO DEL ROSARIO SANCHEZ;https://goo.gl/maps/MYvQR6Pwr2qBDb896;18.4939583;-69.8845816;GUACHUPITA;1024.58;144.32;288.64;22272;21821;44093;Parque;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12/12/21;12;DICIEMBRE;2021;;3;1;Remozado;Optima condiciones;;
56;ADN-P-56;C2;ZONA  01;PARQUE GALA-CONSTELACION ;C/ ORION ESQ. C/ OSAMENOR;https://goo.gl/maps/ZMQWWqpRmfRt7wXy7;18.4847807;-69.9650198;LOS RIOS;1990.96;188.73;377.46;24591;26673;51264;Parque;1;0;3;1;0;24;6;0;4;5;0;0;0;36;36;257.19;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14/12/21;14;DICIEMBRE;2021;;2;1;Remozado;Optima condiciones;;
57;ADN-P-57;C3;ZONA 19;PARQUE AGUA DULCE;CALLE 3RA #57;https://goo.gl/maps/2Vk7nCwBYqq3S4hNA;18.5013643;-69.8831725;AGUA DULCE;200;32.19;64.38;19077;20273;39350;Parque;1;0;1;2;0;16;7;0;2;6;0;0;1;13;13;200;0;4;0;0;1;1;0;1;0;2;0;1;0;0;0;0;0;0;0;0;18/12/21;18;DICIEMBRE;2021;;3;1;Nuevo;Optima condiciones;;
58;ADN-P-58;C1;ZONA 09;PARQUE DUARTE;CALLE EUGENIO MARIA DE HOSTOS ;https://maps.app.goo.gl/HhpTL2wQfJHSGZ7j6;18.471700;-69.885300;ZONA COLONIAL;1875.28;130.19;260.38;2489;3046;5535;Parque;1;0;0;0;0;0;0;0;0;0;0;0;0;18;18;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26/1/22;26;ENERO;2022;;1;1;Remozado;Optima condiciones;;
59;ADN-P-59;C1;ZONA 06;AREA RECUPERADA/ELIMINACION DE VERTEDERO(CAYETANO GERMOSEN);CAYETANO GERMOSEN;https://maps.app.goo.gl/qt2ysCrLZYuFFmo28;18.440541;-69.958457;URBANIZACION HONDURAS;25;5;10;2347;2904;5251;Area Verde- recuperada;1;0;0;0;0;2;0;0;0;0;4;0;0;18;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19/2/22;19;FEBRERO;2022;;1;2;Nuevo;Optima condiciones;;
60;ADN-P-60;C1;ZONA 06;PARQUE 30 DE MAYO ;CALLE CENTRAL ESQ ERCILIO MONTERO;https://maps.app.goo.gl/TQzJPjogHNmBPNSh8;18.439085;-69.936795;30 DE MAYO;860;91.92;183.84;3180;3432;6612;Parque;2;5;1;1;0;26;13;3;9;9;0;2;1;42;42;294;0;4;0;0;8;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;9/2/22;9;FEBRERO;2022;PRIMERA ETAPA;1;1;Remozado;Optima condiciones;;
61;ADN-P-61;C2;ZONA 32;PARQUE LA PUYA;AVE. LA VEGA REAL;https://goo.gl/maps/XfDGCb6Hgr8nVgDdA;18.5053343;-69.9393055;LA PUYA;1787;78.39;156.78;20277;23099;43376;Parque;1;0;0;0;0;6;14;0;7;3;0;0;0;26;26;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20/2/22;20;FEBRERO;2022;;2;1;Remozado;Optima condiciones;;
62;ADN-P-62;C2;ZONA 32;PARQUE APOLO II;AVE. LA VEGA REAL ESQ APOLO XI;https://goo.gl/maps/QnXjahKQwHz7fjLs6;18.5059153;-69.9367352;LA PUYA;310;63.26;126.52;20277;23099;43376;Parque;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20/2/22;20;FEBRERO;2022;;2;1;Remozado;Optima condiciones;;
63;ADN-P-63;C3;ZONA 10;PARQUE ROSSI;AVE. JUAN PABLO DUARTE ESQ ALONSO DE ESPINOSA;https://goo.gl/maps/uS4PEB4oJC7e2ha37;18.4969617;-69.9044408;VILLAS AGRICOLAS;470.01;120.62;241.24;12881;13197;26078;Parque;1;0;4;0;0;22;10;0;4;0;0;0;0;12;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18/2/22;18;FEBRERO;2022;;3;1;Nuevo;Optima condiciones;;
64;ADN-P-64;C1;ZONA 06;AREA RECUPERADA/ELIMINACION DE VERTEDERO (AVENIDA LUPERON ESQ SANCHEZ);AVE. LUPERON;https://goo.gl/maps/X6R6sDnTchEQHCr49;18.4282012;-69.9896492;KM 12;30;10.84;21.68;4771;5673;10444;Area Verde- recuperada;1;0;2;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24/2/22;24;FEBRERO;2022;;1;2;Nuevo;Optima condiciones;;
65;ADN-P-65;C2;ZONA 02;PARQUE LA JAVILLA;AVE  SAN MARTIN;https://goo.gl/maps/qk5umgpudRFLSfCc7;18.4848953;-69.9171504;ENSANCHE LA FE;882;177.48;354.96;8085;8843;16928;Parque;0;0;0;0;0;0;0;0;0;0;0;0;0;23;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9/3/22;9;MARZO;2022;;2;1;Remozado;Optima condiciones;;
66;ADN-P-66;C1;ZONA 06;PASEO BOULEVARD DEL INVI;AV INDEPENDENCIA;https://goo.gl/maps/gcdDsWhM4WK16Kdp9;18.4299599;-69.9768134;INVI;1920.16;820.4;1640.8;4426;5362;9788;Boulevard;1;0;2;0;0;34;15;0;5;0;0;0;0;45;45;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12/3/22;12;MARZO;2022;;1;1;Nuevo;Optima condiciones;;
67;ADN-P-67;C1;ZONA 08;PLAZA JUAN BARON;AVE GEORGE WASHINTONG;https://goo.gl/maps/94M2x95PEZMqc7fZ9;18.4646216;-69.8948724;CIUDAD NUEVA;17292;304.84;1066.94;1419;1553;2972;Plaza;1;0;1;0;0;28;50;0;16;15;0;3;5;85;85;518;0;1;20;0;7;0;0;1;0;2;0;2;0;1;0;0;0;0;0;6;16/3/22;16;MARZO;2022;;1;1;Remozado;Optima condiciones;;
68;ADN-P-68;C1;ZONA 09;PLAZOLETA MARIA TRINIDAD SANCHEZ;AVE. MERCEDES ESQ 19 DE MARZO;https://goo.gl/maps/5FfoFVvdqLfPTnYa8;18.4743664;-69.8871118;CIUDAD COLONIAL;416.51;128.3;256.6;2489;3046;5535;Plaza;1;0;0;0;0;0;9;0;0;0;0;0;0;11;11;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18/3/22;18;MARZO;2022;;1;1;Remozado;Optima condiciones;;
69;ADN-P-69;C3;ZONA 19;PARQUE LOMA DEL CHIVO;CALLE C;https://goo.gl/maps/Y1E5B2Jz7m4byKJc8;18.4969962;-69.890536;MARIA AUXILIADORA;199.38;37.45;74.9;19077;20273;39350;Parque;1;1;1;1;0;2;1;0;0;3;0;0;0;3;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19/3/22;19;MARZO;2022;;3;1;Remozado;Optima condiciones;;
70;ADN-P-70;C3;ZONA 11;PLAZOLETA JOSE FRANCISCO PEÑA GOMEZ;AVE. PADRE CASTELLANOS ESQ JOSE FRANCISCO DEL ROSARIO SANCHEZ;https://goo.gl/maps/oX3HRbrZWd4QXfwi8;18.5039302;-69.8846652;GUALEY;4156.14;240.08;480.16;10076;10727;20803;Plaza;3;4;2;0;0;16;0;0;3;0;0;3;2;41;41;307.4;1;21;11;2;3;0;0;0;0;4;0;2;0;1;0;0;0;0;0;0;10/5/22;10;MAYO;2022;;3;1;Remozado;Optima condiciones;;
71;ADN-P-71;C1;ZONA 09;AREA RECUPERA /ELIMINACION DE VERTEDEROS (EMILIO PRUD HOMME ESQ AVE. MEXICO);AVE. Mexico ESQ EMILIO PRUD HOMME;https://goo.gl/maps/5LnyP4JegXRKiSxG7;18.4767291;-69.8957103;SAN CARLOS;47;22.28;44.56;3737;4055;7792;Area Verde- recuperada;1;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31/3/22;31;MARZO;2022;;1;2;Nuevo;Optima condiciones;;
72;ADN-P-72;C1;ZONA 03;AREA RECUPERADA /ELIMINACION DE VERTEDEROS URB. FERNANDEZ;CALLE HERIBERTO NUÑEZ;https://goo.gl/maps/aA8UqeBwASixNBtJ6;18.4733683;-69.9516872;URB.FERNANDEZ;50;9.12;18.24;7227;7824;15051;Area Verde- recuperada;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31/3/22;31;MARZO;2022;;1;2;Nuevo;Optima condiciones;;
73;ADN-P-73;C3;ZONA 09;TRIANGULO DE LA MEXICO ESQ JUANA SALTITOPA;AVE, MEXICO ESQ JUANA SALTITOPA;https://goo.gl/maps/Xq54ENXHEWjZQpWf6;18.4814981;-69.8871533;VILLA FRANCISCA;959.72;59.99;119.98;7256;7711;14967;Area Verde- recuperada;0;0;0;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30/3/22;30;MARZO;2022;;3;1;Nuevo;Optima condiciones;;
74;ADN-P-74;C1;ZONA 09;PARQUE ROLITAS;AVE. MEXICO ESQ C. JUAN BAUTISTA VICINI BURGOS;https://goo.gl/maps/F872YiXr9VnkJvY37;18.4771252;-69.8936437;SAN CARLOS;350;48.69;97.38;3737;4055;7792;Parque;1;0;1;0;0;12;16;0;2;0;3;0;0;12;12;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31/3/22;31;MARZO;2022;;1;1;Remozado;Optima condiciones;;
75;ADN-P-75;C1;ZONA 06;PARQUE BRISAS DEL MAR I;CALLE 1ERA  ESQ ROLDAN;https://goo.gl/maps/QzXZkCXpsmfWFkiN6;18.4424313;-69.9357775;BRISAS DEL MAR;414.77;114.7;229.4;4121;5095;9216;Parque;1;6;0;1;0;1;3;0;6;9;0;2;2;8;8;0;0;9;2;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;31/3/22;31;MARZO;2022;;1;1;Remozado;Optima condiciones;;
76;ADN-P-76;C1;Z0NA 06;PARQUE BRISAS DEL MAR II;CALLE 1ERA  ESQ ROLDAN;https://goo.gl/maps/QzXZkCXpsmfWFkiN6;18.4424313;-69.9357775;BRISAS DEL MAR;828;65.08;130.16;4121;5095;9216;Parque;1;0;0;0;0;8;3;0;2;0;0;0;0;15;15;161.4;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31/3/22;31;MARZO;2022;;1;1;Remozado;Optima condiciones;;
77;ADN-P-77;C1;Z0NA 06;PARQUE ALTOS DEL PEDREGAL;AVE CAYETANO GERMOSEN ;https://goo.gl/maps/1AkpNmkHLHRaFNAEA;18.4335309;-69.9853627;ALTOS DEL PEDREGAL;1112;47.01;94.02;4771;5673;10444;Parque;1;1;0;1;0;13;8;0;3;3;0;0;0;11;10;40;0;2;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2/4/22;2;ABRIL;2022;;1;1;Renovado;Optima condiciones;;
78;ADN-P-78;C1;ZONA 05;PLAY DE LA CAYETANO;AVE CAYETANO GERMOSEN ;https://goo.gl/maps/k1ZMudMhG8g2vt2d8;18.4415218;-69.9522014;JARDINES DEL SUR;3756.25;95.87;191.74;5014;5612;10626;Play;1;1;1;0;0;8;0;0;3;0;0;1;2;0;0;600.26;0;2;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7/4/22;7;ABRIL;2022;;1;1;Renovado;Optima condiciones;;
79;ADN-P-79;C1;ZONA 07;PARQUE CHILE;AVE. PEDRO HERRIQUEZ UREÑA;https://goo.gl/maps/W32TQKdmStydJxcu9;18.4694431;-69.9199343;LA ESPERILLA;786.68;289.81;579.62;3663;4458;8121;Parque;2;0;0;0;0;22;4;0;2;0;0;0;0;30;30;348.9;2;0;8;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7/4/22;7;ABRIL;2022;;1;1;Remozado;Optima condiciones;;
80;ADN-P-80;C2;ZONA 01;PARQUES LAS AVENIDAS;AVE. CORONEL LORA FERNANDEZ ESQ CALLE C;https://goo.gl/maps/hU2SBdDvrbRaq6s48;18.4842224;-69.9701693;LAS AVENIDAS;3000;316.19;632.38;24591;26673;51264;Parque;1;0;0;0;0;24;20;0;6;0;0;0;0;73;73;730.3;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23/4/22;23;ABRIL;2022;;2;1;Nuevo;Optima condiciones;;
81;ADN-P-81;C1;ZONA 03;PARQUE BUEN PASTOR;CALLE PASEO DE LOS LOCUTORES;https://goo.gl/maps/SvGVxTY8a6y3gJE87;18.4622492;-69.9436178;EVARISTO MORALES;1200;219.2;438.4;17748;20409;38157;Parque;1;4;2;0;0;8;3;0;7;0;0;2;1;27;27;;0;25;1;0;0;1;1;0;0;2;0;1;0;0;0;0;0;0;0;0;28/4/22;28;ABRIL;2022;;1;1;Remozado;Optima condiciones;;
82;ADN-P-82;C2;ZONA 02;PARQUE LAS VILLAS I;AVE. EUCLIDES MORILLO  ESQ INTERIOR EUCLIDE MORILLO;https://goo.gl/maps/RhG6zYbydTiviUsr5;18.4867834;-69.9449643;LAS VILLAS;879;85.35;170.7;6295;7445;13740;Parque;1;1;1;0;0;8;3;0;1;0;5;0;0;14;14;65.23;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5/4/22;5;ABRIL;2022;;2;1;Nuevo;Optima condiciones;;
83;ADN-P-83;C1;ZONA 06;PARQUE MARIPILY;CALLE CENTRAL;https://goo.gl/maps/Tpdyq4Zfnv4vs87TA;18.4483416;-69.9357294;MARYPILY;913;92.29;184.58;2347;2904;5251;Parque;1;0;4;0;0;10;6;0;3;0;0;0;0;20;20;91.29;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13/5/22;13;MAYO;2022;;1;1;Remozado;Optima condiciones;;
84;ADN-P-84;C1;ZONA 06;AREA RECUPERADA ABRAHAM LICOLN ESQ JOSE CONTRERAS;AVE.ABRAHAM LINCOLN ESQ JOSE CONTRERAS;https://goo.gl/maps/o4hshdxD94ukShKT8;18.4582281;-69.9284462;MATA HAMBRE;30;9.23;18.46;3190;3858;7048;Area Verde- recuperada;1;0;1;0;0;1;0;0;0;0;0;0;0;1;1;;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16/5/22;16;MAYO;2022;;1;2;Nuevo;Optima condiciones;;
85;ADN-P-85;C2;ZONA 02;PARQUE CRUZ JIMINIAN;CALLE RAFAEL J. CASTILLO ESQ FELIX EVARISTO MEJIA;https://goo.gl/maps/8WRp8NMFQEn7DNLg6;18.49748;-69.9228934;CRISTO REY;132.75;17.13;34.26;27448;29158;56606;Parque;0;1;1;1;0;0;16;0;2;7;0;0;0;21;21;0;0;9;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;24/5/22;24;MAYO;2022;;2;1;Remozado;Optima condiciones;;
86;ADN-P-86;C1;ZONA 03;PARQUE LOS PRADOS;C NICOLAS UREÑA DE MENDOZA;https://goo.gl/maps/iwQiK77EXetLAG1L7;18.4772008;-69.9550016;LOS PRADOS;2328;135.96;271.92;4767;5532;10299;Parque;0;0;5;1;0;32;24;0;9;8;0;2;1;25;25;190;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;10/4/22;10;ABRIL;2022;;1;1;Remozado;Optima condiciones;;
87;ADN-P-87;C1;ZONA 08;OBELISCO MACHO;AVE. PRESIDENTE ANTONIO BILLINI;https://goo.gl/maps/wRLH2dSSVULxsBXn6;18.4645752;-69.8960906;CIUDAD NUEVA;280;67.2;134.4;1419;1553;2972;Monumento;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22/6/22;22;JUNIO;2022;;1;1;Remozado;Optima condiciones;;
88;ADN-P-88;C1;ZONA 06;PARQUE NORDESA II;CALLE NORDESA II;https://goo.gl/maps/C1wjD2dUg97TZdy99;18.4276041;-69.9723376;COSTA CARIBE;310;54.63;109.26;3275;3832;7107;Parque;1;0;1;1;0;11;4;0;2;3;0;0;0;2;5;126.7;0;0;7;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6/7/22;6;JULIO;2022;;1;1;Remozado;Optima condiciones;;
89;ADN-P-89;C1;ZONA 06;PLAZOLETA EUGENIO MARCANO;CALLE VIENTOS DEL OESTE;https://goo.gl/maps/8Qf8N6KQjm1DTKJH6;18.4339385;-69.9747217;BUENOS AIRES MIRADOR;354.62;30.41;60.82;13131;15438;28569;Plaza;1;0;1;0;0;4;0;0;0;0;0;0;0;15;15;111.5;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6/7/22;6;JULIO;2022;;1;1;Remozado;Optima condiciones;;
90;ADN-P-90;C1;ZONA 07;BOULEVARD DE LOS ESTUDIANTES;AVE. ALMA MATER;https://goo.gl/maps/zzdJU2C3rfyGBHYs6;18.4639073;-69.922531;LA JULIA;3003.97;428.53;857.06;2703;3203;5906;Boulevard;2;0;0;0;0;24;33;0;6;0;0;0;0;8;28;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10/7/22;10;JULIO;2022;;1;1;Nuevo;Optima condiciones;;
91;ADN-P-91;C1;ZONA 07;BOULEVARD DE LOS BUHONEROS;AVE. ALMA MATER;https://goo.gl/maps/qAW2nDS3XKhPzESx6;18.462774;-69.9199212;CIUDAD UNIVESITARIA;1066.47;514.28;1028.56;3190;3858;7048;Boulevard;0;0;1;0;0;17;11;0;3;0;0;1;1;34;34;179.3;0;0;5;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;15;0;10/7/22;10;JULIO;2022;;1;1;Nuevo;Optima condiciones;;
92;ADN-P-92;C1;ZONA 06;PARQUE ALTURAS  DE COSTA CRIOLLA;CALLE  1 ERA;https://goo.gl/maps/ubacwBXUuGWapGMr5;18.4357171;-69.9692672;ALTURAS COSTA CRIOLLA;740.98;35.08;70.16;13131;15438;28569;Parque;1;1;0;1;0;60;30;0;0;0;0;0;0;13;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13/7/22;13;JULIO;2022;;1;1;Remozado;Optima condiciones;;
93;ADN-P-93;C1;ZONA 06;PARQUE COSTA CARIBE;CALLE RODRIGO DE TRIANA ;https://maps.app.goo.gl/LZSTursNMzU3gn4o7;18.4292021;-69.968805;COSTA CARIBE;1120.34;87.19;174.38;3275;3832;7107;Parque;1;0;2;1;0;12;6;0;3;4;2;0;0;25;25;51.2;0;4;6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20/7/22;20;JULIO;2022;;1;1;Remozado;Optima condiciones;;
94;ADN-P-94;C1;ZONA 06;PARQUE NORDESA I;CALLE NORDESA I;https://goo.gl/maps/FyWhuC12xvZ9Qw9d6;18.4340825;-69.9680073;NORDESA;310;51.44;102.88;3275;3832;7107;Parque;1;0;1;1;0;6;3;0;1;3;0;1;2;8;8;99;0;0;5;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28/7/22;28;JULIO;2022;;1;1;Remozado;Optima condiciones;;
95;ADN-P-95;C3;ZONA 19;PARQUE MIRADOR ROSA DUARTE;CALLE TENIENTE  AMADO GARCIA;https://goo.gl/maps/LFN9dRskx9fY1ZYT7;18.4872843;-69.8867958;MEJORAMIENTO SOCIAL;11133.01;335.44;670.88;11104;11896;23000;Parque;1;1;1;0;0;0;0;0;0;0;0;0;0;26;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3/8/22;3;AGOSTO;2022;;3;1;Nuevo;Optima condiciones;;
96;ADN-P-96;C1;ZONA 09;PARQUE LAS CANQUIÑAS SAN LAZARO (JOBO BONITO);CALLE PETER DIAZ;https://goo.gl/maps/TcwCqBJhsxSifWMn7;18.4748961;-69.889584;CIUDAD COLONIAL;562.31;94;188;2489;3046;5535;Parque;4;0;1;0;0;8;20;0;2;4;0;0;0;18;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4/8/22;4;AGOSTO;2022;;1;1;Remozado;Optima condiciones;;
97;ADN-P-97;C1;ZONA 05;PARQUE SELENE DE BELLA VISTA;CALLE HIGUEMOTA ESQ SELENE;https://goo.gl/maps/N7mToL57BmxkAgAw6;18.4525685;-69.9385326;BELLA VISTA;678.64;99.56;199.12;7919;9701;17620;Parque;0;;4;0;0;0;2;0;0;0;0;0;0;1;0;43.8;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5/8/22;5;AGOSTO;2022;;1;1;Nuevo;Optima condiciones;;
98;ADN-P-98;C3;ZONA 10;PARQUE SAN MARTIN Y SU ENTORNO;AVE SAN MARTIN;https://goo.gl/maps/uMmLcVwmLnxWT3Hy6;18.4821946;-69.9061699;VILLA JUANA;336.78;40.7;81.4;13747;14873;28620;Parque;0;0;0;0;0;0;0;0;0;0;0;0;0;16;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7/8/22;7;AGOSTO;2022;;3;1;Nuevo;Optima condiciones;;
99;ADN-P-99;C1;ZONA 09;PLAZOLETA JOSEFA ORTIZ  DE DOMINGUEZ;AVENIDA MEXICO;https://goo.gl/maps/r7oQVsFqiD9jAh1t7;18.4769246;-69.8985822;SAN CARLOS;385.24;40.89;81.78;3737;4055;7792;Plaza;1;0;0;0;0;0;8;0;0;0;0;0;0;10;10;0;2;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9/8/22;9;AGOSTO;2022;;1;1;Remozado;Optima condiciones;;
100;ADN-P-100;C1;ZONA 07;PARQUE ARBOLEDA;CALLE FANTINO FALCO;https://goo.gl/maps/PBd9hbLAV4sTnqYRA;18.4770397;-69.9230138;NACO;5179.99;332.48;664.96;8831;10027;18858;Parque;1;1;1;1;0;8;6;0;1;3;0;0;1;14;14;136.6;0;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11/8/22;11;AGOSTO;2022;;1;1;Renovado;Optima condiciones;;
101;ADN-P-101;C3;ZONA 09;PARQUE VILLA FRANCISCA;AVENIDA MEXICO ESQ ISABEL LA CATOLICA;https://goo.gl/maps/LViETvrHWHcCDfNN9;18.4816041;-69.8876176;VILLA FRANCISCA;4155;228.43;456.86;7256;7711;14967;Parque;1;0;1;0;0;15;6;1;4;7;0;0;0;13;13;65;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18/8/22;18;AGOSTO;2022;;3;1;Renovado;Optima condiciones;;
102;ADN-P-102;C1;ZONA 05;PARQUE  SELENE ESQ HATUEY DE BELLA VISTA;CALLE SELENE;https://goo.gl/maps/DcSYfHtyynxqfXhn7;18.4525636;-69.938882;BELLA VISTA;767.62;128.91;257.82;7919;9701;17620;Parque;1;1;2;1;0;16;10;0;8;5;0;0;0;27;5;112.40;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9/9/22;9;SEPTIEMBRE;2022;;1;1;Nuevo;Optima condiciones;;
103;ADN-P-103;C1;ZONA 10;PARQUE DON BOSCO NORTE;AVE.27 DE FEBRERO;https://goo.gl/maps/d8CKrZydEEMvP7C87;18.4782252;-69.9049964;SAN JUAN BOSCO;1213.1;106.71;213.42;1806;1985;3791;Parque;1;0;0;0;0;8;4;0;1;0;0;0;0;31;31;123.93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16/9/22;16;SEPTIEMBRE;2022;;1;1;Remozado;Optima condiciones;;
104;ADN-P-104;C1;ZONA 05;PARQUE HELIOS DE BELLA VISTA;CALLE HELIOS;https://goo.gl/maps/ALyW7h6bwWWQrXMj8;18.4499567;-69.9483093;BELLA VISTA;918.97;158.49;316.98;7919;9701;17620;Parque;2;0;0;0;0;6;1;0;1;0;0;0;0;11;5;225.8;1;0;4;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27/9/22;27;SEPTIEMBRE;2022;;1;1;Nuevo;Optima condiciones;;
